#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-09-20T11:15:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ57e1190354ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-sort=_r
#-nav=cat:I/337&tab:{I/337/tgas}&key:source=I/337/tgas&HTTPPRM:&
#-c=19 16 22.1 -16 15 00.0
#-c.eq=J2000
#-c.r=  120
#-c.u=arcmin
#-c.geom=r
#-source=I/337/tgas
#-order=I
#-out.orig=standard
#-out=HIP
#-out=TYC2
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#
#INFO	-c=289.092083-16.250000,rm=120.	
#

#RESOURCE=yCat_1337
#Name: I/337
#Title: Gaia DR1 (Gaia Collaboration, 2016)
#Coosys	J2000_2015.000:	eq_FK5 J2000
#Table	I_337_tgas:
#Name: I/337/tgas
#Title: TGAS: Subset of GaiaSource comprising those stars in the Hipparcos and Tycho-2 Catalogues for which a full
#5-parameter astrometric solution has been possible in Gaia Data Release
#(TgasSource) ({\bf Download } Tgas Sources as vo tables, fits or csv
#\W{xplain}{http://1016243957.rsc.cdn77.org/Gaia/tgas_source/}{here})
# (\originalcolumnnames)
#Column	_r	(F8.4)	Distance from center (289.0920833333-16.2500000000)[FK5/J2000], at Epoch=J2015.0	[ucd=pos.angDistance]
#Column	HIP	(I6)	? Hipparcos identifier (\original{hip}) [NULL integer written as an empty string]	[ucd=meta.id.cross]
#Column	TYC2	(A12)	Tycho 2 identifier (\original{tycho2_id})	[ucd=meta.id.cross]
#Column	RA_ICRS	(F14.10)	Right ascension (ICRS) at epoch 2015.0 (\original{ra})	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F14.10)	Declination (ICRS) at epoch 2015.0 (\original{dec})	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F6.2)	Absolute barycentric stellar parallax of the source at the reference epoch Epoch (\original{parallax})	[ucd=pos.parallax]
#Column	e_Plx	(F5.2)	Standard error of parallax (\original{parallax_error})	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension direction (\original{pmRA}) (G5)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Standard error of proper motion in right ascension direction (\original{pmra_error})	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination direction (\original{pmdec}) (G6)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Standard error of proper motion in declination direction (\original{pmdec_error})	[ucd=stat.error;pos.pm;pos.eq.dec]
_r;HIP;TYC2;RA_ICRS;DE_ICRS;Plx;e_Plx;pmRA;e_pmRA;pmDE;e_pmDE
 77.9876;      ;6300-707-1  ;289.3683309153;-17.5226320407;  4.49; 0.47;   20.085; 3.516;   -9.075; 3.262
 77.9947;      ;6300-598-1  ;289.5780399108;-17.4638725049;  0.43; 0.36;    3.269; 3.586;   -2.458; 3.647
 78.0384;      ;6283-1463-1 ;287.9727235721;-15.5202144592;  1.75; 0.24;   11.882; 2.590;   -6.688; 2.432
 78.0485;      ;5720-1052-1 ;289.1477806833;-14.9502989773;  3.85; 0.25;   13.296; 1.907;  -28.662; 1.907
 78.0698;      ;6297-814-1  ;290.0840110749;-15.3656116802;  1.41; 0.29;   -0.776; 0.542;   -6.187; 0.619
 78.2162;      ;6300-1094-1 ;289.1839321760;-17.5506384001;  7.87; 0.23;   -4.011; 1.538;  -55.536; 1.455
 78.3505;      ;6283-1383-1 ;287.8040227896;-16.6735158900;  1.47; 0.51;   -3.084; 5.022;    1.111; 4.783
 78.4770;      ;6300-1833-1 ;289.3057782119;-17.5418701360;  1.07; 0.89;   -6.946; 2.795;   -7.063; 2.427
 78.5525; 94248;            ;287.7734257484;-15.9203579203;  2.38; 0.97;   19.965; 0.038;   -3.697; 0.038
 78.5923;      ;6296-1182-1 ;289.8774178064;-15.1802902966;  2.36; 0.88;    6.223; 3.804;   -5.238; 2.479
 78.6706;      ;6296-539-1  ;288.0029707787;-15.4615912743;  0.85; 0.31;  -14.635; 3.273;   -8.154; 3.042
 79.1196;      ;5721-1524-1 ;289.4102532031;-14.9674374358;  2.66; 0.37;    9.918; 1.004;   -2.695; 1.126
 79.1274;      ;5720-1538-1 ;289.0335590917;-14.9324157506;  0.62; 0.59;    6.711; 1.255;    0.852; 1.172
 79.1433;      ;6301-1606-1 ;290.0179464200;-17.2266326897;  0.54; 0.26;   -1.008; 2.875;    2.238; 2.667
 79.1440;      ;6297-1305-1 ;290.4459534505;-16.0294993401;  0.87; 0.38;   -3.999; 2.690;   -3.645; 2.454
 79.1751;      ;6297-300-1  ;290.4556618903;-16.0882761864;  5.44; 0.25;    7.810; 0.992;  -22.882; 0.931
 79.2077;      ;6283-668-1  ;287.9039975601;-15.5886327039;  0.52; 0.34;    5.415; 4.260;   -0.043; 5.604
 79.3683;      ;6297-1359-1 ;290.4224713900;-16.5984126018;  0.40; 0.34;    3.829; 3.458;    4.915; 3.087
 79.3744;      ;5721-1508-1 ;289.5288463724;-14.9957421718;  0.66; 0.24;   -3.862; 2.185;   -3.607; 1.976
 79.6459;      ;6283-537-1  ;287.8933604231;-15.5917576789;  2.34; 0.63;  -11.062; 5.305;  -14.480; 5.363
 79.7470;      ;6287-1516-1 ;287.9493879701;-17.0034795867;  1.10; 0.80;    4.113; 1.028;   -8.128; 1.306
 79.8804;      ;6287-1692-1 ;287.9130966104;-16.9542438071;  0.89; 0.35;   -2.245; 2.168;   -5.049; 2.232
 79.9078;      ;6297-931-1  ;290.2303845041;-15.4917927063;  3.36; 0.27;   17.729; 2.121;   -7.947; 1.937
 80.2855;      ;6300-1207-1 ;288.9939310100;-17.5847919334;  0.60; 0.30;    0.130; 3.370;   -6.544; 3.149
 80.3149;      ;5721-1448-1 ;289.3017096227;-14.9267332324;  1.45; 0.27;   -1.101; 1.704;   -7.259; 1.716
 80.4679;      ;5721-1532-1 ;289.3955038306;-14.9410961451;  0.03; 0.42;    3.089; 1.219;   -3.765; 1.221
 80.4762;      ;6300-2126-1 ;289.8595865979;-17.3721591004;  1.06; 0.25;    9.172; 4.397;   -3.425; 3.875
 80.5827;      ;6300-612-1  ;289.8703841212;-17.3674504395;  1.37; 0.32;    1.447; 6.711;    1.436; 5.912
 80.6803;      ;6287-1860-1 ;287.8638712755;-16.8999395047;  1.36; 0.28;   12.159; 3.923;   -1.206; 3.955
 80.7696;      ;6283-125-1  ;287.7214281098;-15.9705055184;  1.66; 0.61;    3.672; 3.669;   -5.038; 3.334
 81.1883;      ;6283-727-1  ;287.7069646650;-16.5048941141;  2.03; 0.44;   -8.884; 1.008;   -8.195; 1.052
 81.2025;      ;6300-899-1  ;288.6725536470;-17.5424760687;  4.54; 0.41;  -59.584; 4.444;  -33.515; 4.171
 81.2189;      ;6287-1758-1 ;287.9634609412;-17.0644111278;  3.46; 0.39;   -7.490; 5.087;   -8.752; 5.150
 81.2741;      ;5720-1454-1 ;289.0429850481;-14.8962576333;  2.68; 0.42;    1.742; 2.906;   -2.581; 2.599
 81.3268;      ;5721-1389-1 ;289.4122389844;-14.9300962226;  0.85; 0.26;   -5.610; 3.141;   -1.830; 2.813
 81.4881;      ;6297-828-1  ;290.5004474035;-16.1266273049;  0.25; 0.32;   -3.073; 4.468;  -14.253; 5.399
 81.5517;      ;6300-1717-1 ;288.7685218940;-17.5734737883;  1.28; 0.33;    4.675; 3.308;    3.051; 3.115
 81.9660;      ;6297-1369-1 ;290.4343204605;-16.7078326235;  1.59; 0.37;    8.066; 2.427;   -1.818; 2.233
 82.0117;      ;6283-1400-1 ;287.7136239553;-16.5965025200;  0.98; 0.50;   -0.275; 2.120;   -5.732; 2.043
 82.0299;      ;6287-2194-1 ;287.9331052402;-17.0476206601;  1.25; 0.77;   -5.878; 4.116;  -16.092; 3.978
 82.1537;      ;6300-1274-1 ;289.0795074251;-17.6191763078;  2.01; 0.27;    8.985; 2.275;   -0.543; 2.321
 82.1801;      ;6283-96-1   ;287.8155778420;-16.8655362102;  6.93; 0.28;  -10.025; 4.239;  -47.455; 4.269
 82.2216;      ;6297-867-1  ;290.1222368654;-15.3038748898;  1.93; 0.38;   -0.550; 2.526;   -9.824; 2.511
 82.3984;      ;6300-435-1  ;288.2392957438;-17.3543200409;  1.65; 0.32;   11.224; 3.497;   12.542; 3.162
 82.4729;      ;6287-1270-1 ;287.9813979093;-17.1203355038;  0.73; 0.43;    7.693; 6.273;   11.305; 5.655
 82.5960;      ;6283-237-1  ;287.9873479672;-15.3752229040;  1.28; 0.27;   -2.223; 2.163;   -7.933; 1.937
 82.6802;      ;6297-1195-1 ;290.4988221786;-16.5284618405;  1.58; 0.23;   -8.660; 5.641;  -22.423; 4.884
 82.8437;      ;6287-1922-1 ;287.9028227091;-17.0297900144;  0.65; 0.28;   -3.542; 3.693;   -3.743; 3.455
 82.8846;      ;6301-873-1  ;290.1385648355;-17.2007362304;  4.39; 0.90;   19.049; 3.476;   -4.412; 3.349
 82.9462;      ;6300-339-1  ;288.8706845971;-17.6161163752;  1.74; 0.28;    3.146; 2.829;    5.000; 2.675
 83.0832;      ;6297-597-1  ;290.3183520120;-15.5244477162;  5.05; 0.24;  -22.038; 1.483;  -51.051; 1.472
 83.1407;      ;6297-467-1  ;290.5059757451;-16.5332471163;  0.76; 0.24;    6.499; 4.720;    5.291; 4.098
 83.2571;      ;6297-1404-1 ;290.1454694320;-15.3024147968;  4.92; 0.24;    7.499; 0.796;   14.657; 0.831
 83.2593;      ;6300-379-1  ;289.7525462264;-17.4853636354;  6.02; 0.26;  -21.780; 2.492;   -8.221; 2.508
 83.3464;      ;6297-208-1  ;290.4605817489;-15.8032387566;  1.39; 0.29;   -3.056; 2.250;  -10.303; 2.039
 83.7276;      ;6283-150-1  ;287.7894310416;-15.6348154936;  2.64; 0.24;    6.458; 1.654;   -4.746; 1.557
 83.8129;      ;6297-248-1  ;290.4532310769;-16.7480034455;  0.92; 0.25;    3.894; 2.631;   -4.998; 2.467
 84.0014;      ;6283-146-1  ;287.6839377820;-15.8906259812;  1.39; 0.51;   -5.278; 2.804;   -7.810; 2.545
 84.1625;      ;6296-1542-1 ;289.8219856918;-15.0360837829;  0.85; 0.32;    1.212; 0.654;   -4.564; 0.787
 84.2655;      ;5720-1066-1 ;288.6488800950;-14.9120300495;  0.53; 0.35;    9.021; 3.686;   -0.162; 3.344
 84.3059;      ;6300-1370-1 ;288.0326556693;-17.2221214867;  0.69; 0.40;   -3.496; 3.887;  -11.691; 3.524
 84.4154;      ;6296-1429-1 ;289.7780053636;-15.0077794804;  1.41; 0.42;    1.661; 3.625;    3.501; 3.326
 84.5518;      ;6297-605-1  ;290.1077257646;-15.2349765927;  2.32; 0.29;    4.807; 1.386;   -3.238; 1.389
 84.5911;      ;6287-1276-1 ;287.7968264441;-16.9183509814;  7.09; 0.27;   18.021; 3.675;   -1.448; 3.449
 84.5999;      ;5720-125-1  ;288.5760026088;-14.9305270113;  2.37; 0.43;   -7.619; 5.532;  -22.014; 5.505
 84.6345;      ;5721-1396-1 ;289.6153718037;-14.9325459059;  0.67; 0.32;    5.080; 2.987;    0.433; 2.781
 84.6597;      ;5721-1199-1 ;289.3862435115;-14.8677527044;  1.04; 0.34;   -1.965; 3.398;   -3.347; 3.128
 84.6718;      ;6296-318-1  ;288.2444059510;-15.0987413058;  1.13; 0.29;   -9.073; 2.362;   -1.205; 1.910
 84.7406;      ;6297-243-1  ;290.5096895727;-15.8771889490;  3.12; 0.24;    6.265; 1.466;    8.747; 1.386
 84.8422;      ;6296-1116-1 ;289.9897898058;-15.1308078417;  0.77; 0.81;    7.359; 2.107;   -8.865; 2.902
 84.9405;      ;6301-2106-1 ;290.2856801281;-17.0846806428;  0.46; 0.49;   -0.798; 1.902;    2.773; 1.795
 85.2067;      ;6283-1461-1 ;287.6804947012;-16.6792033632;  1.32; 0.39;  -10.571; 3.919;    4.252; 3.958
 85.2573;      ;6283-989-1  ;287.8071987693;-15.5484957777;  1.05; 0.79;  -11.617; 1.165;   -2.599; 1.463
 85.2688;      ;6283-618-1  ;287.6118512022;-16.2684110042;  0.71; 0.42;    3.218; 3.095;    0.203; 2.815
 85.3536;      ;6283-1135-1 ;287.6108680732;-16.2940530202;  2.06; 0.27;    3.341; 1.234;   -3.828; 1.139
 85.4582;      ;6296-275-1  ;288.3369907668;-15.0252837340;  3.24; 0.38;   54.393; 3.971;  -69.947; 3.534
 85.4695;      ;6296-1427-1 ;289.9586645514;-15.0954228562;  1.24; 0.34;   -1.242; 1.212;   -8.806; 1.246
 85.5854;      ;6300-1602-1 ;288.4660606722;-17.5445693317;  1.90; 0.87;   -1.621; 1.298;   -9.917; 2.014
 85.6302;      ;6283-97-1   ;287.7350729813;-16.8370842994;  0.34; 0.50;   -1.823; 2.793;   -8.309; 2.882
 85.6634;      ;6297-856-1  ;290.4583430719;-15.6904817176;  0.82; 0.57;    9.365; 2.891;    0.995; 2.653
 85.6672;      ;6283-696-1  ;287.6049390968;-16.2690548692;  1.02; 0.30;    6.149; 2.846;    2.339; 2.660
 85.7266;      ;6296-857-1  ;289.9165169605;-15.0620438743;  2.50; 0.52;    3.758; 4.332;   -9.387; 4.277
 85.7979;      ;6297-1197-1 ;290.4670707398;-16.8042789413;  0.99; 0.27;    4.514; 2.976;   -6.981; 2.714
 85.8876;      ;5720-675-1  ;288.8193154267;-14.8428667450;  2.09; 0.24;   -1.488; 2.294;    0.006; 2.086
 85.9385;      ;5721-1158-1 ;289.4611500399;-14.8625189817; -0.59; 0.97;    6.405; 4.103;   -0.420; 2.637
 85.9537;      ;5721-1371-1 ;289.2548656774;-14.8260489835;  0.54; 0.30;    3.440; 2.587;   -7.142; 2.438
 86.2812;      ;6287-1646-1 ;287.9714271288;-17.2071410518;  0.54; 0.25;    8.076; 4.059;  -21.215; 3.646
 86.2847;      ;6296-509-1  ;288.2410137369;-15.0682429300;  2.19; 0.34;    0.865; 3.736;   -4.135; 3.330
 86.3211;      ;5721-1264-1 ;289.6356605883;-14.9099740990;  1.32; 0.38;   -0.326; 3.655;    3.156; 3.388
 86.4158;      ;6297-1133-1 ;290.5869308392;-16.1335714413;  2.24; 0.28;   -3.084; 2.528;   -6.693; 2.266
 86.5164;      ;5720-1330-1 ;289.0195214711;-14.8097560949;  0.18; 0.42;   -1.496; 2.938;   -1.361; 2.605
 86.5949;      ;6300-117-1  ;288.3371941475;-17.4994603415;  1.26; 0.69;   14.246; 2.911;   10.945; 2.750
 86.5976;      ;6287-1494-1 ;287.7764453027;-16.9525075617;  0.52; 0.85;   -6.790; 2.631;   -5.009; 2.487
 86.6721;      ;6297-745-1  ;290.1069532799;-15.1858832436;  1.46; 0.25;    6.521; 1.372;    5.914; 1.376
 86.7624;      ;6297-1223-1 ;290.5122229348;-16.7366348611;  2.54; 0.27;   -9.099; 2.880;  -10.143; 2.626
 86.7708;      ;6300-1689-1 ;288.7598672658;-17.6608365184;  0.50; 0.27;   -0.272; 2.469;   -1.813; 2.326
 86.7764;      ;6297-1381-1 ;290.5935678902;-16.1377191099;  1.41; 0.52;    3.421; 3.799;   -5.818; 3.390
 86.7827;      ;6296-145-1  ;288.0728264430;-15.1872626668;  1.86; 0.46;   -1.431; 2.521;   -7.540; 2.293
 86.9122;      ;6283-1283-1 ;287.5839425817;-16.2990245001;  1.79; 0.59;   -2.548; 0.949;   12.235; 1.057
 86.9158;      ;5721-1414-1 ;289.7443623436;-14.9447240900;  0.93; 0.26;    5.026; 1.925;    1.422; 1.807
 87.2508;      ;6283-153-1  ;287.6849905961;-15.7162694832;  6.39; 0.24;   14.987; 2.164;  -18.467; 1.920
 87.2634;      ;6300-853-1  ;288.9887124641;-17.7010264042;  0.86; 0.32;   -2.728; 3.972;   -6.612; 3.632
 87.3382;      ;6283-473-1  ;287.7009717953;-15.6754799723;  0.57; 0.50;   -2.407; 2.940;   -4.299; 2.633
 87.3747; 95175;            ;290.4305295374;-15.5689338530;  5.82; 0.22;    4.220; 0.130;  -37.176; 0.077
 87.4764; 95216;            ;290.5701651432;-16.5897802050;  1.22; 0.27;    0.269; 0.069;   -1.436; 0.043
 87.5404;      ;5720-458-1  ;288.7854527332;-14.8212139162;  1.22; 0.64;   -2.345; 3.499;   -5.618; 1.504
 87.5992;      ;5721-1300-1 ;289.1527100108;-14.7911827870;  0.57; 0.52;   -0.349; 3.975;    0.785; 3.623
 87.6051;      ;5720-684-1  ;288.5775041614;-14.8766350079;  2.00; 0.36;  -10.163; 3.876;  -18.845; 3.507
 87.6251;      ;6300-17-1   ;289.6202754228;-17.6202274021;  2.32; 0.36;    5.459; 3.469;   -0.288; 3.249
 87.8380;      ;5721-1174-1 ;289.4345590112;-14.8236997103;  1.67; 0.25;   -0.487; 2.219;  -23.502; 1.789
 87.9810;      ;6283-1302-1 ;287.7660740764;-15.5263363654;  0.23; 0.35;    4.652; 4.287;    2.904; 4.293
 88.0871;      ;6287-2094-1 ;287.7472896754;-16.9532544608;  0.46; 0.27;   -6.579; 4.176;    3.631; 3.741
 88.1117;      ;6296-337-1  ;288.0681465758;-15.1614255386;  1.41; 0.29;    0.723; 1.708;   -2.306; 1.613
 88.2119;      ;6297-198-1  ;290.6151620536;-16.1024502747;  3.63; 0.40;   -4.836; 1.873;  -29.989; 1.046
 88.2200;      ;6283-970-1  ;287.7617629418;-15.5255763480;  1.21; 0.29;   -7.572; 3.614;   -2.439; 3.609
 88.3107;      ;6283-1372-1 ;287.5617959996;-16.1662593290;  0.65; 0.59;    4.330; 3.634;   -6.543; 3.352
 88.3220;      ;6283-1295-1 ;287.5593616380;-16.2960060707;  1.09; 0.93;   -4.656; 5.208;  -14.449; 4.789
 88.4273;      ;6300-2240-1 ;288.3843212835;-17.5590086778;  6.68; 0.33;    4.812; 3.372;  -22.244; 3.045
 88.5677;      ;6300-1671-1 ;289.3213448137;-17.7097536786;  1.42; 0.62;   -0.392; 4.124;   -3.020; 3.834
 88.5735;      ;6300-915-1  ;288.0193477191;-17.3103938120;  6.43; 0.34;  -11.135; 2.498;  -48.575; 2.281
 88.5744;      ;6297-1423-1 ;290.3586560470;-15.4166137729;  0.66; 0.48;   -0.950; 3.497;   -6.307; 3.223
 88.5830;      ;6287-1956-1 ;287.8048861619;-17.0617805121;  0.61; 0.30;   12.696; 5.858;    8.243; 5.244
 88.6458;      ;6297-1391-1 ;290.6300744184;-16.2040804657;  1.40; 0.35;    6.445; 2.609;    1.409; 2.368
 88.6908;      ;6300-1637-1 ;289.2065901999;-17.7241178643;  0.71; 0.32;    1.351; 4.429;   -6.904; 4.461
 88.7689;      ;5720-528-1  ;288.5109778396;-14.8805049703;  2.40; 0.67;   -6.731; 7.126;  -12.096; 7.107
 88.7889;      ;6287-1622-1 ;287.7284976404;-16.9444245670;  1.40; 0.25;  -16.025; 2.347;  -12.776; 2.117
 88.8624;      ;6283-996-1  ;287.5495592595;-16.2769916910;  1.18; 0.39;   -1.370; 1.711;   -3.960; 1.552
 88.8723;      ;6297-114-1  ;290.5260888561;-16.8013614393;  1.76; 0.28;    0.306; 1.818;   -5.194; 1.741
 88.9344;      ;6283-247-1  ;287.6574370951;-15.7070283324;  2.58; 0.31;    3.599; 4.780;   -7.089; 4.198
 88.9623;      ;6300-345-1  ;288.0115510642;-17.3121802012;  3.36; 0.48;   23.332; 3.729;  -39.674; 3.395
 88.9782;      ;6297-121-1  ;290.2058833102;-15.2253278806;  2.42; 0.34;    7.581; 2.633;    0.187; 2.377
 88.9931;      ;5721-1373-1 ;289.2642161743;-14.7760842353;  3.47; 0.23;   -0.361; 1.204;    1.451; 1.152
 89.0877;      ;5720-57-1   ;288.7391792760;-14.8046603752;  1.78; 0.33;    3.623; 2.532;  -13.194; 2.228
 89.2065;      ;6283-1073-1 ;287.5882893306;-15.8999919903;  4.60; 0.33;   -2.329; 3.092;  -16.631; 2.788
 89.2311;      ;6296-412-1  ;288.2284131023;-15.0171174145;  1.62; 0.38;   15.181; 0.541;   -0.142; 0.584
 89.2516;      ;6300-693-1  ;288.0558038455;-17.3584474153;  0.86; 0.29;    5.333; 4.174;   -7.852; 3.756
 89.2879;      ;5720-1084-1 ;289.0574738434;-14.7622428136;  5.24; 0.24;  -18.892; 2.490;   -6.716; 2.238
 89.2932;      ;6301-2221-1 ;290.2186640306;-17.2752923354;  0.96; 0.52;    2.803; 3.164;   -3.079; 2.897
 89.3595;      ;5721-1206-1 ;289.6996603722;-14.8804962940;  2.90; 0.31;    6.227; 2.971;  -14.128; 2.683
 89.4799;      ;5720-731-1  ;288.9403985533;-14.7658480441;  0.38; 0.33;    5.224; 2.690;    0.150; 2.404
 89.4830;      ;6297-1085-1 ;290.5716119086;-16.7097815928;  1.89; 0.34;    2.501; 2.978;   -2.663; 2.652
 89.8035;      ;6297-1027-1 ;290.6494991030;-16.1877373071;  1.00; 0.34;  -10.025; 2.912;   -3.188; 2.636
 89.8210;      ;6301-983-1  ;290.0560696562;-17.4289034008;  3.14; 0.38;    2.356; 6.472;  -33.905; 5.705
 89.8308;      ;5721-1411-1 ;289.5031722170;-14.8061596182;  2.26; 0.51;   -2.909; 3.108;  -14.441; 2.903
 89.9405;      ;6283-1325-1 ;287.5722367860;-16.5989815428;  0.77; 0.29;    4.415; 3.496;   -0.020; 3.520
 90.0255;      ;5720-449-1  ;288.6377184806;-14.8148547110;  0.75; 0.66;    1.855; 2.380;    0.595; 2.088
 90.1616;      ;5720-1380-1 ;289.0023662537;-14.7497947529;  0.94; 0.25;    2.250; 2.268;   -6.114; 2.044
 90.3058;      ;5720-845-1  ;288.5012904613;-14.8566610895;  0.76; 0.46;    0.775; 6.222;   -0.724; 6.196
 90.3673;      ;6297-128-1  ;290.4561899608;-15.5104240029;  1.10; 0.25;   -5.598; 2.475;   -2.516; 2.280
 90.4512;      ;5721-1013-1 ;289.3739220827;-14.7671416868;  2.76; 0.32;   24.908; 2.853;   -5.085; 2.559
 90.5327;      ;5720-1468-1 ;289.0258907990;-14.7424705402;  1.22; 0.23;    4.451; 2.480;   -6.638; 2.454
 90.6220;      ;6300-436-1  ;289.9860473352;-17.4947469536;  1.09; 0.23;    5.754; 3.106;    2.764; 2.901
 90.6347;      ;6301-1699-1 ;290.4319568837;-17.0462261499;  0.17; 0.67;    5.519; 3.507;   -0.213; 1.977
 90.6463;      ;5721-1521-1 ;289.3165430944;-14.7547913221;  3.50; 0.27;   -9.172; 2.802;  -17.819; 2.501
 90.6493;      ;5720-506-1  ;288.2165051131;-14.9963725687;  0.82; 0.24;   -0.400; 2.927;   -9.867; 2.637
 90.6636;      ;6283-564-1  ;287.5834840473;-15.8243852810;  2.39; 0.25;  -11.891; 2.229;   -4.772; 2.013
 90.7264;      ;6300-818-1  ;288.0884091883;-17.4177468533;  2.00; 0.73;   -3.089; 2.044;   -4.876; 2.229
 90.7387;      ;6297-143-1  ;290.5606889928;-15.7080055511;  2.31; 0.31;    5.861; 1.718;    0.121; 1.833
 90.7676;      ;6297-766-1  ;290.4000111474;-15.4102350971;  1.40; 0.25;   -7.217; 2.745;  -14.513; 2.695
 90.9104;      ;5720-546-1  ;288.2275386704;-14.9840935887;  3.02; 0.28;   19.541; 1.774;   -1.503; 1.567
 90.9652;      ;6297-516-1  ;290.0135532743;-15.0207206352;  1.65; 0.31;   -1.376; 2.925;    1.172; 2.613
 91.0403;      ;6283-260-1  ;287.6065795183;-16.7733246588;  0.29; 0.30;    7.491; 3.551;   -5.189; 3.371
 91.0489;      ;6283-358-1  ;287.5499293231;-16.5884501632;  4.51; 0.25;   20.574; 1.039;   -5.882; 1.087
 91.0635;      ;5721-943-1  ;289.4217539184;-14.7658894701;  1.78; 0.26;   -3.311; 2.069;   -8.356; 2.860
 91.0910;      ;6300-1557-1 ;288.7118507674;-17.7239915703;  2.28; 0.48;   -2.265; 0.640;   -4.927; 0.985
 91.1933;      ;6300-663-1  ;288.3200329281;-17.5783394791;  0.15; 0.30;    6.774; 2.868;   -6.236; 2.613
 91.1963;      ;6300-127-1  ;289.0380689539;-17.7690613441;  4.46; 0.25;    0.379; 2.662;  -14.403; 2.699
 91.2263;      ;6287-2446-1 ;287.6551647949;-16.8942047893;  0.56; 0.35;   -0.335; 4.947;   -8.094; 4.426
 91.2530;      ;6300-255-1  ;288.9844563243;-17.7673977719;  0.90; 0.71;    6.288; 3.453;    3.363; 2.127
 91.2646;      ;6283-1053-1 ;287.8260269904;-15.3391918242;  4.79; 0.25;   -9.237; 0.596;    0.258; 0.630
 91.2969;      ;6283-1063-1 ;287.5071513983;-16.2629900229;  0.82; 0.26;   -3.062; 3.061;   -1.392; 2.919
 91.4815;      ;5721-1286-1 ;289.4942800957;-14.7753808816;  0.74; 0.28;   -4.950; 2.679;   -2.494; 2.334
 91.7312;      ;6297-710-1  ;290.4453942887;-15.4483856000;  6.56; 0.31;  -33.709; 2.111;   -2.114; 1.905
 91.7670;      ;6283-877-1  ;287.4993371917;-16.2886806856;  0.89; 0.52;    1.696; 2.653;    0.577; 2.590
 91.8225;      ;6283-531-1  ;287.5754524153;-15.7841426293;  2.06; 0.26;   -0.876; 3.643;  -12.631; 3.209
 91.9287;      ;6283-1038-1 ;287.9070836580;-15.2269619656;  1.56; 0.29;   -2.160; 2.703;    2.168; 2.374
 91.9772;      ;6297-833-1  ;290.6667282453;-16.0015384715;  1.64; 0.25;    2.743; 1.124;  -10.225; 1.052
 92.0514;      ;5720-197-1  ;288.3476360374;-14.8937172294;  0.73; 0.31;   -3.767; 3.767;   -1.774; 3.274
 92.1788;      ;6300-56-1   ;288.4842616641;-17.6720662453;  1.90; 0.24;   -3.061; 1.737;   -8.602; 1.597
 92.2134;      ;6283-1068-1 ;287.6231825070;-16.8661435546;  2.34; 0.26;    7.434; 5.129;   -0.465; 4.578
 92.3649;      ;6300-40-1   ;288.8674648848;-17.7743576875;  1.97; 0.91;    0.352; 1.655;   -2.911; 2.425
 92.3747;      ;6297-1367-1 ;290.6905047520;-16.1316401529;  0.61; 0.27;    2.552; 1.840;   -5.388; 1.662
 92.3905;      ;6300-661-1  ;289.2008129922;-17.7863287102;  1.29; 0.32;   -1.462; 2.577;   -7.667; 2.362
 92.4189;      ;5721-1441-1 ;289.8180737888;-14.8775997345;  1.59; 0.27;   11.656; 2.488;   -5.795; 2.398
 92.5116;      ;6296-644-1  ;288.1387678506;-15.0112343333;  4.09; 0.32;   20.564; 3.701;   15.545; 3.299
 92.5710;      ;6283-1095-1 ;287.4874876822;-16.1704712535;  1.03; 0.80;   -0.219; 4.315;    1.882; 2.119
 92.5798;      ;5721-1048-1 ;289.7181352685;-14.8297697070;  1.22; 0.32;    1.125; 3.458;   -7.206; 3.434
 92.6155;      ;6300-778-1  ;288.7991972854;-17.7679725888;  1.40; 0.38;    3.038; 4.928;   -3.337; 4.432
 92.8483;      ;5721-962-1  ;289.1988881793;-14.7059553690;  1.89; 0.23;    1.679; 1.603;   -2.744; 1.465
 92.8665;      ;5721-1118-1 ;289.6662577032;-14.8044630196;  7.70; 0.23;   23.692; 0.701;  -46.964; 0.793
 92.9351;      ;6300-1193-1 ;289.7684373510;-17.6573435033;  0.89; 0.39;    0.899; 2.864;   -7.712; 2.730
 92.9859;      ;6297-909-1  ;290.4683465030;-15.4444231475;  0.82; 0.30;   -5.103; 5.471;  -13.476; 4.654
